"uid","firstname","lastname","region","departement","circonscription","profession","group","group_short"
"308790","GIUSEPPE","BICCHIELLI",,,"CAMPANIA 2 - P02","Laurea in scienze dell'economia,Consulente aziendale, Giornalista","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP"
"308761","CALOGERO","PISANO",,,"SICILIA 1 - P02","Laurea in economia dell'ambiente e della cultura","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP"
"307718","DOMENICO","FURGIUELE",,,"CALABRIA - P01","Laurea in scienze dell'educazione; Imprenditore edile","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307376","MASSIMILIANO","PANIZZUT",,,"FRIULI-VENEZIA GIULIA - P01","Diploma di istituto tecnico industriale; Collaboratore","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307210","CARMELA","DI LAURO",,,"CAMPANIA 1 - P02","Diploma di liceo scientifico","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308845","PASQUALINO","PENZA",,,"CAMPANIA 1 - P02","Laurea in scienze politiche e delle relazioni internazionali; Agente scelto della Polizia di Stato; già assessore all'ambiente del comune di Caivano","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308839","ALESSANDRO","PALOMBI",,,"LAZIO 1 - P02","Laurea in giurisprudenza; Avvocato patrocinante nelle giurisdizioni superiori","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308796","MARCELLO","COPPO",,,"PIEMONTE 2 - P02","Laurea in giurisprudenza; Avvocato con esperienza nei seguenti campi: lavoro, previdenziale, tributario","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308764","FRANCESCO MARIA SALVATORE","CIANCITTO",,,"SICILIA 2 - P02","Laurea in medicina e chirurgia; Odontoiatra","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308768","GIANNI","LAMPIS",,,"SARDEGNA - P01","Laurea in scienze dei servizi giuridici; Impiegato amministrativo contabile","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308762","STEFANO MARIA","BENVENUTI GOSTOLI",,,"MARCHE - P01","Laurea in giurisprudenza; Avvocato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308101","LUCREZIA MARIA BENEDETTA","MANTOVANI",,,"LOMBARDIA 1 - P02","Laurea in scienze linguistiche e letterature straniere; Imprenditrice","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308792","ANDREA","PELLICINI",,,"LOMBARDIA 2 - P01","Laurea in giurisprudenza; Avvocato penalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308937","ALICE","BUONGUERRIERI",,,"EMILIA-ROMAGNA - P03","Laurea in giurisprudenza; Avvocato patrocinante nelle giurisdizioni superiori","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308936","VIRGINIO","MEROLA",,,"EMILIA-ROMAGNA - P02","Laurea in filosofia; pensionato","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"308881","EMILIANO","FOSSI",,,"TOSCANA - P03","Laurea in scienze politiche; già Sindaco comune di Campi Bisenzio","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP"
"307215","UGO","CAPPELLACCI",,,"SARDEGNA - P01","Laurea in economia e commercio;  Docente universitario, Commercialista.","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307134","ROBERTO","BAGNASCO",,,"LIGURIA - P01","Laurea in farmacia, Master in bioetica; Farmacista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308827","GIACOMO DIEGO","GATTA",,,"PUGLIA - P01","Laurea in giurisprudenza; Avvocato civilista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307312","MAURO","D'ATTIS",,,"PUGLIA - P04","Laurea in economia bancaria, finanziaria e assicurativa; Consulente aziendale","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308790","GIUSEPPE","BICCHIELLI",,,"CAMPANIA 2 - P02","Laurea in scienze dell'economia,Consulente aziendale, Giornalista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"307752","FRANCESCO","BATTISTONI",,,"MARCHE - P01","Laurea in scienze politiche e delle relazioni internazionali; Parlamentare, Giornalista pubblicista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308906","GIOVANNI","ARRUZZOLO",,,"CALABRIA - P01","Laurea in scienze politiche","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308829","RITA","DALLA CHIESA",,,"PUGLIA - P02","Diploma di liceo linguistico; Giornalista professionista","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022","FI-PPE"
"308767","FRANCESCO","GALLO",,,"SICILIA 2 - P01","Laurea in giurisprudenza; Avvocato patrocinante in cassazione; Giornalista pubblicista","MISTO (MISTO) (18.10.2022","MISTO"
"308790","GIUSEPPE","BICCHIELLI",,,"CAMPANIA 2 - P02","Laurea in scienze dell'economia,Consulente aziendale, Giornalista","MISTO (MISTO) (18.10.2022","MISTO"
"308761","CALOGERO","PISANO",,,"SICILIA 1 - P02","Laurea in economia dell'ambiente e della cultura","MISTO (MISTO) (18.10.2022","MISTO"
"308810","MARCO","GRIMALDI","ALLEANZA VERDI E SINISTRA","proporzionale","PIEMONTE 1 - P01",,"ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308810","MARCO","GRIMALDI","ALLEANZA VERDI E SINISTRA","proporzionale","PIEMONTE 1 - P01",,"MISTO (MISTO) (18.10.2022","MISTO"
"308837","FEDERICO","FRENI",,,"LAZIO 1 - P03",,"LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308869","FRANCESCO","MARI","ALLEANZA VERDI E SINISTRA","proporzionale","CAMPANIA 2 - P02","Diploma di istituto magistrale; Insegnante di scuola primaria","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308929","ABOUBAKAR","SOUMAHORO","ALLEANZA VERDI E SINISTRA","proporzionale","EMILIA-ROMAGNA - P02","Laurea in sociologia; ATTIVISTA SOCIALE E SINDACALE; SCRITTORE","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308861","FRANCESCA","GHIRRA","ALLEANZA VERDI E SINISTRA","proporzionale","SARDEGNA - P01","Funzionario Regione Sardegna","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308893","ELEONORA","EVI","ALLEANZA VERDI E SINISTRA","proporzionale","LOMBARDIA 1 - P01","Master in strategic design, LAUREA MAGISTRALE IN SERVICE DESIGN; Parlamentare","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308857","FRANCESCO EMILIO","BORRELLI","ALLEANZA VERDI E SINISTRA","proporzionale","CAMPANIA 1 - P02","Giornalista professionista","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308816","ELISABETTA","PICCOLOTTI","ALLEANZA VERDI E SINISTRA","proporzionale","PUGLIA - P04","Laurea in comunicazione nella società della globalizzazione; Consulente Senior per la comunicazione","ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022","AVS"
"308782","FRANCO","TIRELLI","MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE","proporzionale","AMERICA MERIDIONALE","Laurea in giurisprudenza; Avvocato civilista","NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022","NM(N-C-U-I)M-CP"
"307328","LUIGI","MARATTIN","AZIONE - ITALIA VIVA - CALENDA","proporzionale","PIEMONTE 2 - P02","Laurea in economia delle amministrazioni pubbliche e delle istituzioni internazionalili, Dottorato di ricerca, Master; Professore associato","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE"
"308802","VALENTINA","GRIPPO","AZIONE - ITALIA VIVA - CALENDA","proporzionale","VENETO 1 - P01","Laurea in giurisprudenza; Giornalista professionista","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE"
"308913","FABRIZIO","BENZONI","AZIONE - ITALIA VIVA - CALENDA","proporzionale","LOMBARDIA 3 - P02","Laurea in ingegneria gestionale; Consulente","AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022","AZ-PER-RE"
"308808","SALVATORE MARCELLO","DI MATTINA","LEGA PER SALVINI PREMIER","proporzionale","PUGLIA - P04","Commercialista, Imprenditore turistico;","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308942","GRAZIANO","PIZZIMENTI","LEGA PER SALVINI PREMIER","proporzionale","FRIULI-VENEZIA GIULIA - P01","Laurea in economia e commercio; Insegnante di scuola secondaria superiore","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308911","SIMONA","LOIZZO","LEGA PER SALVINI PREMIER","proporzionale","CALABRIA - P01","Laurea in medicina e chirurgia; Primario UOC di odontoiatra, direttore dipartimento chirurgico azienda ospedaliera A.O. di Cosenza","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308890","ANDREA","BARABOTTI","LEGA PER SALVINI PREMIER","proporzionale","TOSCANA - P01","Diploma di istituto tecnico commerciale; Responsabile di segreteria Consiglio Regionale Toscana","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308900","ANASTASIO","CARRA'","LEGA PER SALVINI PREMIER","proporzionale","SICILIA 2 - P02","Laurea in scienze politiche; Sindaco","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308873","GIANPIERO","ZINZI","LEGA PER SALVINI PREMIER","proporzionale","CAMPANIA 2 - P01","Laurea in Giurisprudenza, Dottorato di ricerca in governo del territorio e tutela dell'ambiente; Avvocato","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"308928","DAVIDE","BERGAMINI","LEGA PER SALVINI PREMIER","proporzionale","EMILIA-ROMAGNA - P03","Sindaco","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307762","FRANCESCO","BRUZZONE","LEGA PER SALVINI PREMIER","proporzionale","LIGURIA - P01","Diploma di liceo scientifico; Dipendente pubblico","LEGA - SALVINI PREMIER (LEGA) (18.10.2022","LEGA"
"307726","RICCARDO","TUCCI","MOVIMENTO 5 STELLE","proporzionale","CALABRIA - P01","Diploma di istituto professionale per i servizi alberghieri e ristorazione; Rappresentante di commercio","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307109","MARIO","PERANTONI","MOVIMENTO 5 STELLE","proporzionale","SARDEGNA - P01","Laurea in giurisprudenza; Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307193","RAFFAELE","BRUNO","MOVIMENTO 5 STELLE","proporzionale","CAMPANIA 1 - P01","Autore e regista teatrale, biologo","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308853","MARIANNA","RICCIARDI","MOVIMENTO 5 STELLE","proporzionale","CAMPANIA 1 - P01","Medico;","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307803","GIORGIO","FEDE","MOVIMENTO 5 STELLE","proporzionale","MARCHE - P01","Diploma di istituto tecnico per geometri;Istruttore tecnico direttivo - Comune","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307202","GILDA","SPORTIELLO","MOVIMENTO 5 STELLE","proporzionale","CAMPANIA 1 - P01","Laurea in scienze dell'educazione; Educatrice","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308933","FEDERICO","CAFIERO DE RAHO","MOVIMENTO 5 STELLE","proporzionale","EMILIA-ROMAGNA - P03","Laurea in giurisprudenza; Già Procuratore nazionale antimafia e antiterrorismo","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308820","IDA","CARMINA","MOVIMENTO 5 STELLE","proporzionale","SICILIA 1 - P02","Laurea in giurisprudenza; Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307388","VALENTINA","D'ORSO","MOVIMENTO 5 STELLE","proporzionale","SICILIA 1 - P01","Laurea in giurisprudenza; Diploma di specializzazione per le professioni legali, Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308001","VALENTINA","BARZOTTI","MOVIMENTO 5 STELLE","proporzionale","LOMBARDIA 4 - P01","Laurea in giurisprudenza, Laurea in Management of human resoruces and labour studies; Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307447","FRANCESCO","SILVESTRI","MOVIMENTO 5 STELLE","proporzionale","LAZIO 1 - P03","Diploma di istituto tecnico commerciale","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308854","ALESSANDRO","CARAMIELLO","MOVIMENTO 5 STELLE","proporzionale","CAMPANIA 1 - P02","Laurea in ingegneria civile e ambientale; Dipendente di azienda privata","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307132","ROBERTO","TRAVERSI","MOVIMENTO 5 STELLE","proporzionale","LIGURIA - P01","Laurea in architettura; Architetto, Giornalista pubblicista, Architetto edile","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308896","ANDREA","QUARTINI","MOVIMENTO 5 STELLE","proporzionale","TOSCANA - P03","Laurea in medicina e chirurgia; Dirigente sanitario, gastroenterologo","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307234","DANIELA","TORTO","MOVIMENTO 5 STELLE","proporzionale","ABRUZZO - P01","Laurea in conservatorio (pianoforte); Insegnante di musica","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307250","RICCARDO","RICCIARDI","MOVIMENTO 5 STELLE","proporzionale","TOSCANA - P02","Laurea in lettere; Regista teatrale","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308809","ANTONINO","IARIA","MOVIMENTO 5 STELLE","proporzionale","PIEMONTE 1 - P01","Laurea in architettura; Architetto e consulente sistemi informativi territoriali","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307356","GIORGIO","LOVECCHIO","MOVIMENTO 5 STELLE","proporzionale","PUGLIA - P01","Diploma di ragioniere programmatore; Imprenditore","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308872","ENRICA","ALIFANO","MOVIMENTO 5 STELLE","proporzionale","CAMPANIA 2 - P01","Dottorato di ricerca; Avvocato penalista","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307829","ARNALDO","LOMUTI","MOVIMENTO 5 STELLE","proporzionale","BASILICATA - P01","Laurea in giurisprudenza; Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307370","CARLA","GIULIANO","MOVIMENTO 5 STELLE","proporzionale","PUGLIA - P01","Laurea in giurisprudenza;  Avvocato","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"308841","ALFONSO","COLUCCI","MOVIMENTO 5 STELLE","proporzionale","LAZIO 1 - P02","Notaio","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307348","LEONARDO","DONNO","MOVIMENTO 5 STELLE","proporzionale","PUGLIA - P04","Diploma di istituto tecnico commerciale; Imprenditore del settore impiantistico","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307406","ANGELA","RAFFA","MOVIMENTO 5 STELLE","proporzionale","SICILIA 2 - P01","Laurea in economia aziendale","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S"
"307424","FEDERICO","MOLLICONE","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LAZIO 1 - P01","Diploma di liceo scientifico; Consulente Comunicazione e Organizzazione culturale","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307219","SALVATORE","DEIDDA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","SARDEGNA - P01","Diploma di istituto tecnico agrario; Funzionario consorzio di bonifica Sardegna meridionale, Imprenditore agricolo non a titolo principale","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308814","LUIGI GIOVANNI","MAIORANO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PUGLIA - P03","Laurea in scienze giuridiche; Sovrintendente di pubblica sicurezza","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308926","BEATRIZ","COLOMBO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","EMILIA-ROMAGNA - P02","Laurea in psicologia; Agente in attività finanziaria","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308903","ANDREA","MASCARETTI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 2 - P01","LAUREA IN INGEGNERIA AEROSPAZIALE, LAUREA IN RELAZIONI INTERNAZIONALI; Imprenditore del marketing e della pubblicita'","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308863","MADDALENA","MORGANTE","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","VENETO 2 - P03","Laurea in giurisprudenza; Avvocato civilista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308850","MICHELE","SCHIANO DI VISCONTI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","CAMPANIA 1 - P01","Laurea in medicina e chirurgia; Medico","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308800","MARINA","MARCHETTO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","VENETO 1 - P01","Diploma di scuola magistrale; Imprenditore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308886","LORENZO","MALAGOLA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 1 - P01","Laurea magistrale in Economia; Dirigente di azienda privata","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308811","GIANDONATO","LA SALANDRA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PUGLIA - P01","Laurea in giurisprudenza; Avvocato civilista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308847","ANDREA","VOLPI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LAZIO 1 - P02","Laurea in scienze dell'economia e della gestione aziendale; Consulente aziendale","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308884","ALESSANDRO","AMORESE","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","TOSCANA - P01","Laurea in scienze politiche; Editore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308813","IMMACOLATA","ZURZOLO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 1 - P02","DIPLOMA DI RAGIONERIA; IMPIEGATA AMMINISTRATIVA","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308909","ALFREDO","ANTONIOZZI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","CALABRIA - P01","Laurea in giurisprudenza; Libero professionista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308823","ANTONIO","GIORDANO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","SICILIA 1 - P02","Laurea in giurisprudenza; Laurea in discipline musicali; Manager, Imprenditore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308848","ANGELO","ROSSI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LAZIO 1 - P03","Laurea in scienze dell'amministrazione; Funzionario pubblico","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308885","STEFANO GIOVANNI","MAULLU","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 1 - P01","Laurea in scienze politiche; Dirigente di azienda privata","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308812","MARCO","PERISSA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 1 - P01","Laurea in scienze dell'economia;","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308870","MARIA GRAZIA","FRIJIA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LIGURIA - P01","DIPLOMA DI CONSERVATORIO PIANOFORTE; IMPIEGATA","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308907","ANDREA","TREMAGLIA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 3 - P01","Laurea in giurisprudenza; Amministratore locale.","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307298","GALEAZZO","BIGNAMI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","EMILIA-ROMAGNA - P02","Laurea in giurisprudenza; Avvocato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308826","FABRIZIO","COMBA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 2 - P02","Laurea in giurisprudenza; Imprenditore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308805","ANTONIO","BALDELLI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","MARCHE - P01","Laurea in giurisprudenza; Avvocato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308819","GIANLUCA","CARAMANNA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","SICILIA 1 - P01","Laurea in economia del turismo; Imprenditore del settore turistico","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308864","MARCO","PADOVANI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","VENETO 2 - P03","Diploma di maturità d'arte applicata; Impiegato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308859","FRANCESCO","MURA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","SARDEGNA - P01","Diploma di istituto tecnico per geometri; Libero professionista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308874","MARCO","CERRETO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","CAMPANIA 2 - P01","Dottorato di ricerca in diritto comparato; Funzionario del Ministero delle politiche agricole, alimentari e forestali","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308883","CHIARA","LA PORTA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","TOSCANA - P01","Diploma di liceo scientifico; Coltivatore diretto","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308914","CARLO","MACCARI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 4 - P01","Laurea in farmacia; Farmacista titolare","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308920","ELISABETTA CHRISTIANA","LANCELLOTTA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","MOLISE - P01","Laurea magistrale in scienze delle professioni sanitarie tecnico ed assistenziali; Libero professionista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307334","GIANLUCA","VINCI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","EMILIA-ROMAGNA - P02","Laurea in giurisprudenza; Avvocato penalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308822","EMANUELE","POZZOLO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 2 - P01","Laurea in giurisprudenza; Consulente legale","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308888","GRAZIA","DI MAGGIO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 1 - P02","LAUREA IN LINGUAGGI DEI MEDIA; LAUREA IN POLITICHE EUROPEE E INTERNAZIONALI; Giornalista pubblicista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308898","ELIANA","LONGI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","SICILIA 2 - P03","Laurea in economia e commercio ambientale; Dipendente","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308851","MARTA","SCHIFONE","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","CAMPANIA 1 - P02"," Laurea in farmacia, Scuola di specializzazione scienze e tecniche cosmetiche; Farmacista titolare","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308915","PAOLA MARIA","CHIESA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 4 - P01","Laurea in lettere moderne; Insegnante di scuola secondaria superiore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"307340","YLENJA","LUCASELLI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","EMILIA-ROMAGNA - P01","Laurea in giurisprudenza; Avvocato penalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308825","VINCENZO","AMICH","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","PIEMONTE 2 - P02","Diploma di istituto tecnico per periti aziendali; Portavoce, Capo di gabinetto della città di Casale Monferrato, Sindaco di Coniolo, Presidente società 5T, ex militare presso la Folgore","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308908","LUCA","SBARDELLA","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 3 - P02","Laurea in scienze politiche; Dipendente pubblico; Piccolo imprenditore agricolo","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308868","MATTEO","ROSSO","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LIGURIA - P01","Laurea in medicina e chirurgia; Odontoiatra","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308862","ALESSANDRO","URZI'","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","VENETO 2 - P02","Giornalista","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308904","SARA","KELANY","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 2 - P02","Laurea in giurisprudenza; Avvocato","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308799","FRANCESCO","FILINI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","VENETO 1 - P01","Laurea in scienze politiche e delle relazioni internazionali; Dipendente di partito o gruppo politico","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308867","FABIO","ROSCANI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","ABRUZZO - P01","Diploma di liceo scientifico;","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308922","MASSIMO","MILANI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LAZIO 2 - P01","Diploma di liceo scientifico; Imprenditore edile","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
"308910","CRISTINA","ALMICI","FRATELLI D'ITALIA CON GIORGIA MELONI","proporzionale","LOMBARDIA 3 - P02","Laurea in economia e commercio; Dottore commercilista e revisore dei conti","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI"
